,0
0,0
1,0.7
2,0.4
3,0.2333333333333333
4,0.175
5,0.2
6,0.19999999999999998
7,0.15714285714285717
8,0.15
9,0.15555555555555556
10,0.15
11,0.13636363636363635
12,0.14166666666666666
13,0.14615384615384613
14,0.1357142857142857
15,0.12000000000000001
16,0.125
17,0.1411764705882353
18,0.12222222222222223
19,0.12631578947368421
20,0.13999999999999999
21,0.1285714285714286
22,0.1318181818181818
23,0.13478260869565217
24,0.13749999999999998
25,0.12
26,0.12307692307692308
27,0.11851851851851852
28,0.12142857142857143
29,0.12758620689655173
30,0.13333333333333333
31,0.14838709677419354
32,0.121875
33,0.11212121212121212
34,0.11764705882352941
35,0.11142857142857143
36,0.11944444444444444
37,0.12432432432432432
38,0.11578947368421054
39,0.11794871794871795
40,0.1125
41,0.12439024390243901
42,0.11190476190476191
43,0.11627906976744186
44,0.11136363636363637
45,0.11333333333333333
46,0.11739130434782609
47,0.1127659574468085
48,0.11875000000000001
49,0.11224489795918367
50,0.114
51,0.11372549019607843
52,0.11346153846153847
53,0.12452830188679245
54,0.11481481481481481
55,0.11272727272727273
56,0.1125
57,0.12280701754385964
58,0.11034482758620691
59,0.11694915254237288
60,0.11333333333333333
61,0.12131147540983607
62,0.11612903225806452
63,0.11428571428571428
64,0.1125
65,0.11076923076923077
66,0.1106060606060606
67,0.10895522388059702
68,0.11029411764705882
69,0.11159420289855072
70,0.11857142857142858
71,0.11126760563380282
72,0.1111111111111111
73,0.10821917808219178
74,0.12027027027027028
75,0.108
76,0.10921052631578948
77,0.12077922077922079
78,0.10897435897435898
79,0.110126582278481
80,0.12250000000000001
81,0.10864197530864199
82,0.1121951219512195
83,0.11204819277108434
84,0.11071428571428572
85,0.1211764705882353
86,0.10930232558139535
87,0.1103448275862069
88,0.10909090909090909
89,0.12022471910112359
90,0.11555555555555556
91,0.11208791208791208
92,0.10978260869565216
93,0.1139784946236559
94,0.10851063829787233
95,0.10736842105263157
96,0.12291666666666667
97,0.12164948453608249
98,0.11122448979591837
99,0.1090909090909091
100,0.114
101,0.1316831683168317
102,0.12156862745098039
103,0.10776699029126213
104,0.11249999999999999
105,0.10761904761904763
106,0.11226415094339623
107,0.10841121495327102
108,0.12222222222222222
109,0.11284403669724771
110,0.11181818181818183
111,0.109009009009009
112,0.12232142857142857
113,0.10973451327433628
114,0.12105263157894737
115,0.10782608695652174
116,0.11293103448275862
117,0.10854700854700854
118,0.10932203389830508
119,0.12184873949579832
120,0.10833333333333334
121,0.10826446280991735
122,0.11065573770491803
123,0.12195121951219512
124,0.11290322580645161
125,0.116
126,0.10793650793650793
127,0.12125984251968504
128,0.10859375
129,0.1124031007751938
130,0.12153846153846154
131,0.12442748091603054
132,0.10833333333333334
133,0.12105263157894738
134,0.11194029850746269
135,0.10666666666666667
136,0.10808823529411764
137,0.11094890510948904
138,0.10797101449275362
139,0.11079136690647483
140,0.11071428571428571
141,0.1078014184397163
142,0.12112676056338027
143,0.1104895104895105
144,0.10833333333333334
145,0.10827586206896551
146,0.1095890410958904
147,0.10952380952380954
148,0.12229729729729731
149,0.1080536912751678
150,0.12066666666666667
151,0.10794701986754968
152,0.11118421052631577
153,0.10784313725490197
154,0.12142857142857143
155,0.1103225806451613
156,0.10897435897435898
157,0.12101910828025478
158,0.10949367088607595
159,0.10817610062893081
160,0.110625
161,0.10683229813664596
162,0.10802469135802469
163,0.10736196319018405
164,0.10792682926829268
165,0.11212121212121212
166,0.10963855421686747
167,0.10778443113772455
168,0.12083333333333333
169,0.1165680473372781
170,0.12
171,0.10760233918128655
172,0.11918604651162791
173,0.10635838150289016
174,0.11666666666666667
175,0.10914285714285715
176,0.10795454545454546
177,0.10903954802259887
178,0.10730337078651686
179,0.11675977653631284
180,0.11055555555555555
181,0.10994475138121546
182,0.11043956043956045
183,0.11147540983606556
184,0.10706521739130434
185,0.10810810810810811
186,0.11021505376344086
187,0.12032085561497326
188,0.10797872340425532
189,0.10687830687830688
190,0.10947368421052632
191,0.10680628272251308
192,0.109375
193,0.1067357512953368
194,0.12164948453608249
195,0.10666666666666667
196,0.12040816326530612
197,0.10913705583756345
198,0.10707070707070707
199,0.10954773869346734
200,0.1065
201,0.10746268656716419
202,0.11930693069306932
203,0.11970443349753696
204,0.10882352941176471
205,0.10682926829268292
206,0.10776699029126213
207,0.11207729468599033
208,0.10673076923076923
209,0.1090909090909091
210,0.1219047619047619
211,0.11943127962085308
212,0.12169811320754717
213,0.11032863849765258
214,0.10934579439252336
215,0.11069767441860466
216,0.11574074074074074
217,0.10829493087557604
218,0.10688073394495413
219,0.10684931506849314
220,0.10863636363636363
221,0.10723981900452488
222,0.11891891891891891
223,0.11121076233183856
224,0.10848214285714286
225,0.10977777777777778
226,0.1088495575221239
227,0.113215859030837
228,0.11008771929824562
229,0.10786026200873362
230,0.11130434782608696
231,0.10692640692640693
232,0.10905172413793104
233,0.1072961373390558
234,0.10683760683760683
235,0.10808510638297872
236,0.12033898305084745
237,0.12194092827004219
238,0.12058823529411765
239,0.10836820083682008
240,0.11875
241,0.11078838174273858
242,0.10909090909090909
243,0.11481481481481481
244,0.10901639344262296
245,0.10938775510204082
246,0.10894308943089431
247,0.10809716599190283
248,0.12016129032258065
249,0.12008032128514055
250,0.1088
251,0.11872509960159362
252,0.10833333333333334
253,0.1067193675889328
254,0.10787401574803149
255,0.10862745098039216
