8	0.789474
16	0.921053
24	0.956522
32	0.915033
40	0.937500
48	0.913043
56	1.865672
64	1.856678
72	1.884058
80	1.875000
88	1.919431
96	1.869565
104	1.883768
112	1.862197
120	1.892361
128	1.872964
136	2.085890
144	2.083936
152	2.181070
160	2.031250
168	2.196030
176	2.274882
184	2.457531
192	2.421281
200	2.437500
208	2.494990
216	2.635135
224	2.725581
232	2.731357
240	2.795139
248	2.932773
256	3.094463
264	3.141279
272	3.164751
280	3.214286
288	3.299566
296	3.316901
304	3.358465
312	3.420174
320	3.463542
328	3.411690
336	3.498759
344	3.476681
352	3.457667
360	3.483796
368	3.471121
376	3.453437
384	3.472599
392	3.466241
400	3.479167
408	3.483146
416	3.466934
424	3.508600
432	3.482875
440	3.470644
448	3.469767
456	3.491773
464	3.488999
472	3.474614
480	3.480903
488	3.484202
496	3.470588
504	3.497313
512	3.471713
520	3.493590
528	3.496448
536	3.483670
544	3.496745
552	3.506984
560	3.511905
568	3.503302
576	3.487699
584	3.496254
592	3.509328
600	3.496528
608	3.502399
616	3.494587
624	3.532554
632	3.494890
640	3.515625
648	3.491961
656	3.529225
664	3.498588
672	3.562791
680	3.532475
688	3.534222
696	3.526946
704	3.509914
712	3.538191
720	3.524306
728	3.540355
736	3.507928
744	3.531224
752	3.521751
760	3.506031
768	3.516007
776	3.528464
784	3.537071
792	3.551697
800	3.531250
808	3.537906
816	3.526558
824	3.524652
832	3.774105
840	3.559028
848	3.508600
856	3.515093
864	3.542320
872	3.541219
880	3.548769
888	3.521821
896	3.539535
904	3.521549
912	3.536669
920	3.525815
928	3.554109
936	3.537400
944	3.529022
952	3.534690
960	3.552517
968	3.534223
976	3.539710
984	3.538006
992	3.516068
1000	3.579167
1008	3.534518
1016	3.570550
1024	3.548321
1040	3.545673
1056	3.553670
1072	3.519922
1088	3.540789
1104	3.536516
1120	3.537946
1136	3.567498
1152	3.584735
1168	3.535498
1184	3.533345
1200	3.555556
1216	3.675463
1232	3.674953
1248	3.661102
1264	3.655843
1280	3.668620
1296	3.700965
1312	3.679530
1328	3.660182
1344	3.655247
1360	3.673407
1376	3.779528
1392	3.773387
1408	3.759988
1424	3.774689
1440	3.768808
1456	3.803663
1472	3.732484
1488	3.842061
1504	3.841252
1520	3.833607
1536	3.810364
1552	3.824674
1568	3.913101
1584	3.905037
1600	3.886719
1616	3.892470
1632	3.812077
1648	3.780025
1664	3.824966
1680	3.803323
1696	3.911548
1712	3.821346
1728	3.802749
1744	3.850197
1760	3.828125
1776	3.871422
1792	3.976282
1808	3.976723
1824	3.974872
1840	3.985507
1856	4.009879
1872	3.987757
1888	3.994703
1904	4.013568
1920	3.997396
1936	3.961472
1952	4.012168
1968	4.020750
1984	3.939935
2000	4.039583
2016	4.079165
2032	4.073618
2048	4.081384
2064	4.075906
2080	4.076522
2096	4.028827
2112	4.089967
2128	4.109066
2144	4.047226
2160	4.088542
2176	4.082727
2192	4.120331
2208	4.171542
2224	4.178923
2240	4.275484
2256	4.221463
2272	4.246676
2288	4.310690
2304	4.248124
2320	4.380388
2336	4.348912
2352	4.371512
2368	4.301425
2384	4.358997
2400	4.402778
2416	4.356675
2432	4.362203
2448	4.357447
2464	4.344297
2480	4.337198
2496	4.355593
2512	4.331094
2528	4.375309
2544	4.358365
2560	4.397786
2576	4.378033
2592	4.385500
2608	4.405656
2624	4.392219
2640	4.348958
2656	4.464230
2672	4.383626
2688	4.404743
2704	4.463364
2720	4.480699
2736	4.419738
2752	4.462109
2768	4.414421
2784	4.497493
2800	4.400298
2816	4.527967
2832	4.514824
2848	4.445501
2864	4.414054
2880	4.437211
2896	4.412950
2912	4.467339
2928	4.444286
2944	4.381855
2960	4.435529
2976	4.507141
2992	4.487849
3008	4.418202
3024	4.510506
3040	4.481223
3056	4.541860
3072	4.454391
