128,126.98
129,124.35
130,124.29
131,125.09
132,124.88
133,123.17
134,122.66
135,123.65
136,125.64
137,125.85
138,123.23
139,124.57
140,123.42
141,123.65
142,123.54
143,123.71
144,123.56
145,123.5
146,123.32
147,123.49
148,123.53
149,123.11
150,123.54
151,125.88
152,123.54
153,126.27
154,123.97
155,123.8
156,123.87
157,123.88
158,123.77
159,123.86
160,124.2
161,124.05
162,124.32
163,124.47
164,124.21
165,124.14
166,124.39
167,124.16
168,124.45
169,124.84
170,124.82
171,124.61
172,124.62
173,124.67
174,124.51
175,124.73
176,125.33
177,125.26
178,125.28
179,126.01
180,125.77
181,123.99
182,123.86
183,124.72
184,125.93
185,125.76
186,126.02
187,124.98
188,123.48
189,124.11
190,123.94
191,124.14
192,123.15
193,123.73
194,123.0
195,123.19
196,123.9
197,123.71
198,123.45
199,125.06
200,123.47
201,123.85
202,123.74
203,123.55
204,123.8
205,123.89
206,123.81
207,123.82
208,124.15
209,124.16
210,123.74
211,124.31
212,124.28
213,124.2
214,124.2
215,124.3
216,124.23
217,124.5
218,124.45
219,124.5
220,124.46
221,124.42
222,124.32
223,124.3
224,124.67
225,124.6
226,124.7
227,124.68
228,124.56
229,124.51
230,124.51
231,124.56
232,124.88
233,125.06
234,125.11
235,125.01
236,124.73
237,124.65
238,124.61
239,124.55
240,125.01
241,125.01
242,124.88
243,125.2
244,124.85
245,124.69
246,124.59
247,124.53
248,124.81
249,124.98
250,124.79
251,124.82
252,124.73
253,124.67
254,124.6
255,124.54
256,124.9
257,124.89
258,124.78
259,124.78
260,124.78
261,124.65
262,124.54
263,124.67
264,124.68
265,124.7
266,124.89
267,124.87
268,124.7
269,124.79
270,124.93
271,125.23
272,125.55
273,125.94
274,125.79
275,125.83
276,125.83
277,125.47
278,125.5
279,125.92
280,125.93
281,125.96
282,125.95
283,125.91
284,122.47
285,122.54
286,124.19
287,124.89
288,123.2
289,125.13
290,123.28
291,123.22
292,123.98
293,124.22
294,124.24
295,124.34
296,123.66
297,123.63
298,123.64
299,123.66
300,123.96
301,124.05
302,123.83
303,124.05
304,123.5
305,123.55
306,123.7
307,123.42
308,124.22
309,124.65
310,124.49
311,124.82
312,124.83
313,124.88
314,124.89
315,124.89
316,124.96
317,124.97
318,124.83
319,124.91
320,125.03
321,125.13
322,125.03
323,125.02
324,124.96
325,125.02
326,124.89
327,124.93
328,124.93
329,124.92
330,124.93
331,124.94
332,125.1
333,125.07
334,125.07
335,125.08
336,124.84
337,125.03
338,124.83
339,125.03
340,124.8
341,124.81
342,124.77
343,124.92
344,124.71
345,124.75
346,124.94
347,125.14
348,124.96
349,125.37
350,124.93
351,124.88
352,125.05
353,125.07
354,125.01
355,125.07
356,125.02
357,124.99
358,124.79
359,124.68
360,125.0
361,125.09
362,124.95
363,124.91
364,125.03
365,124.88
366,124.72
367,124.73
368,125.12
369,124.99
370,124.89
371,124.94
372,124.86
373,124.85
374,124.78
375,124.69
376,124.54
377,124.91
378,125.07
379,124.95
380,124.84
381,124.74
382,124.66
383,124.85
384,124.87
385,124.91
386,125.06
387,124.86
388,125.11
389,124.86
390,124.6
391,124.55
392,124.81
393,125.49
394,124.96
395,124.82
396,124.71
397,124.96
398,124.59
399,124.57
400,124.83
401,124.77
402,124.93
403,124.79
404,124.93
405,124.74
406,124.57
407,124.39
408,124.69
409,124.69
410,124.69
411,124.61
412,124.58
413,124.51
414,124.48
415,124.45
416,124.62
417,124.59
418,124.66
419,124.6
420,124.53
421,124.72
422,124.87
423,124.56
424,124.46
425,124.7
426,124.79
427,124.86
428,124.78
429,124.78
430,124.73
431,124.81
432,124.65
433,124.91
434,124.62
435,124.66
436,124.69
437,124.63
438,124.44
439,124.69
440,124.39
441,124.68
442,124.34
443,124.35
444,124.45
445,124.88
446,124.39
447,124.38
448,124.31
449,124.55
450,124.39
451,124.39
452,124.42
453,124.42
454,124.42
455,124.63
456,124.51
457,124.56
458,124.38
459,124.56
460,124.44
461,124.52
462,124.4
463,124.67
464,124.42
465,124.37
466,124.51
467,124.36
468,124.54
469,124.43
470,124.46
471,124.69
472,124.4
473,124.31
474,124.45
475,124.41
476,124.58
477,124.57
478,124.58
479,124.41
480,124.42
481,124.31
482,124.39
483,124.56
484,124.47
485,124.63
486,124.47
487,124.41
488,124.59
489,124.71
490,124.67
491,124.56
492,124.6
493,124.54
494,124.5
495,124.41
496,124.8
497,124.69
498,124.53
499,124.64
500,124.71
501,124.64
502,124.66
503,124.57
504,124.62
505,124.63
506,124.86
507,124.65
508,124.67
509,124.68
510,124.65
511,124.62
512,124.55
513,124.85
514,124.9
515,124.61
516,124.59
517,124.76
518,124.55
519,124.63
520,124.65
521,124.66
522,124.75
523,124.68
524,124.65
525,124.7
526,124.54
527,124.75
528,124.7
529,124.78
530,124.86
531,124.68
532,124.72
533,124.74
534,124.57
535,124.65
536,124.65
537,124.72
538,124.62
539,124.68
540,124.67
541,124.73
542,124.67
543,125.91
544,124.93
545,124.8
546,125.23
547,125.39
548,130.6
549,129.5
550,133.35
551,134.16
552,142.3
553,143.52
554,144.0
555,147.07
556,145.11
557,145.48
558,144.78
559,145.34
560,145.64
561,146.56
562,145.5
563,145.6
564,145.37
565,145.74
566,146.42
567,146.77
568,147.03
569,147.06
570,146.74
571,147.58
572,147.03
573,146.92
574,147.34
575,146.91
576,147.7
577,147.39
578,148.48
579,147.71
580,147.84
581,148.47
582,148.23
583,148.17
584,148.44
585,148.98
586,149.11
587,148.92
588,148.93
589,149.04
590,149.09
591,149.38
592,149.51
593,149.4
594,149.68
595,150.07
596,150.18
597,150.06
598,149.82
599,150.06
600,149.73
601,150.23
602,150.41
603,150.74
604,150.71
605,150.76
606,150.76
607,150.96
608,151.82
609,151.14
610,152.33
611,151.74
612,151.71
613,151.64
614,151.69
615,151.77
616,152.62
617,152.18
618,152.09
619,152.65
620,152.85
621,152.62
622,153.3
623,152.79
624,152.88
625,152.42
626,153.22
627,153.2
628,153.39
629,153.25
630,153.19
631,153.37
632,153.49
633,154.01
634,154.23
635,154.0
636,155.21
637,164.28
638,156.81
639,154.04
640,154.33
641,154.3
642,154.52
643,155.1
644,154.85
645,154.84
646,154.58
647,154.96
648,154.72
649,155.34
650,155.64
651,155.6
652,155.88
653,155.47
654,155.52
655,156.08
656,156.68
657,155.56
658,156.73
659,156.52
660,156.65
661,156.43
662,156.4
663,156.48
664,156.79
665,157.06
666,156.81
667,157.25
668,157.46
669,157.03
670,157.05
671,157.16
672,157.41
673,157.31
674,158.04
675,157.67
676,158.01
677,158.31
678,157.9
679,158.15
680,158.36
681,158.63
682,158.71
683,158.65
684,159.2
685,158.65
686,158.86
687,158.96
688,159.48
689,159.89
690,159.4
691,160.2
692,159.64
693,159.71
694,159.63
695,159.7
696,159.76
697,160.39
698,160.84
699,160.59
700,160.92
701,160.69
702,160.34
703,160.58
704,160.73
705,160.52
706,161.3
707,161.4
708,161.48
709,161.49
710,161.29
711,161.55
712,161.59
713,162.1
714,161.82
715,162.27
716,162.42
717,162.09
718,162.85
719,162.13
720,162.32
721,162.22
722,163.09
723,162.82
724,163.05
725,163.09
726,163.36
727,163.29
728,163.69
729,163.76
730,164.45
731,164.06
732,163.9
733,163.68
734,164.01
735,163.88
736,165.17
737,164.4
738,164.72
739,165.03
740,164.84
741,164.71
742,164.49
743,164.79
744,164.53
745,165.29
746,165.29
747,165.53
748,165.54
749,165.52
750,165.58
751,165.9
752,165.92
753,165.57
754,166.26
755,166.53
756,166.61
757,166.36
758,166.33
759,166.7
760,166.61
761,167.17
762,167.18
763,167.37
764,167.41
765,167.23
766,167.58
767,167.09
