 ,4,8,16,32,64,128,256
0,0.954994,104313.99462,98736.82965999999,104877.44107999999,105068.43987999999
16,1.9380760588235293,6147.914315294117,5821.531071764706,6185.552314117647,6194.540492941176
32,1.5048390303030303,3172.895216969697,3008.5204921212116,3197.493547272727,3202.413213333333
48,1.656622244897959,2141.915114285714,2032.7729428571429,2157.701749795918,2160.8200975510204
64,1.4986059692307692,1618.4944467692305,1535.7772741538458,1631.4235963076922,1638.1820153846154
80,1.5916566666666665,1301.7393523456788,1237.247782222222,1313.1757002469135,1316.8306155555554
96,1.491562793814433,1089.7761428865979,1034.937827628866,1100.1137068041237,1104.544091340206
112,1.5634857522123893,938.3449895575221,891.609442477876,947.1343148672565,949.92323539823
128,1.491715434108527,824.6262144186046,783.2431410852712,831.0668716279068,833.5098795348836
144,1.5576281448275862,735.2136566896551,698.5287147586207,742.9194703448275,744.5001500689655
160,1.4947732173913042,665.352030931677,632.0755319254657,671.0464050931677,672.766580621118
176,1.642913406779661,612.6529305084746,575.6401687005649,629.8104498305084,612.814793898305
192,1.6700024611398965,557.7560812435233,532.7184147150259,562.7042366839378,563.3969784455959
208,1.8437324354066984,515.8795339712918,491.02227387559805,522.5507839234449,522.7335578947368
224,1.8590549866666664,479.95876231111106,456.4871319999999,485.9009472,486.5376098666666
240,1.9991471908713692,450.1152218257261,427.2904689626556,454.1571051452282,457.36683601659746
256,2.0010282840466926,422.7241923735408,401.8778252918288,427.3691048249027,428.37240591439684
272,2.1181277179487177,398.89364769230764,379.9336935531135,403.54618256410254,404.6655894505494
288,2.1809551557093423,377.70177923875434,359.52715294117644,382.328047750865,383.2863462283737
304,2.5878771836065573,359.0151214426229,341.54342793442623,363.7118132459016,365.1208207868852
320,2.71027892211838,341.8640515264797,325.44172479750773,346.7728991900312,347.4869133956386
336,3.0420951305637978,326.70996516320474,310.8122905637982,330.6206230860534,331.64079471810084
352,2.994839541076487,312.5238155240793,297.6172519546742,317.4746342776204,317.4746342776204
368,3.0383819945799457,299.95611002710024,285.4112149593496,303.57939349593494,304.5110949593496
384,2.9952084545454545,288.6562383896104,274.24451075324674,292.1041388051948,292.84828997402593
400,2.976913965087282,277.6150887281795,264.06417635910225,280.973047680798,281.5446151620947
416,2.9966658249400475,267.4899261390887,254.458952853717,271.01676249400475,271.4289901199041
432,2.9598197413394916,258.6864809699769,245.76208180138568,263.6489209237875,263.4283680369515
448,2.924536191536748,249.63840930957684,237.79137906458794,253.1691220935412,254.0624349665924
464,2.8927076322580643,241.74697578494622,230.1843602580645,245.03297664516126,246.5732895483871
480,2.929508621621622,234.55923318087315,223.10327604989604,237.99403488565486,238.25214137214135
496,2.8986085492957745,227.21939738430584,216.59340780684104,230.42833094567405,230.98557090543258
