128,338.76
129,354.275
130,345.695
131,351.54
132,349.295
133,347.24
134,336.195
135,338.825
136,341.335
137,343.93
138,346.44
139,348.73
140,369.975
141,389.94
142,387.68
143,404.81
144,384.375
145,364.005
146,374.67
147,431.32
148,386.34
149,396.2
150,430.015
151,394.95
152,381.425
153,383.905
154,386.615
155,389.11
156,391.39
157,394.205
158,409.065
159,422.725
160,429.45
161,422.9
162,426.185
163,409.59
164,411.475
165,414.3
166,416.66
167,419.225
168,421.625
169,424.02
170,426.785
171,429.15
172,431.805
173,434.345
174,436.705
175,439.06
176,441.7
177,444.4
178,446.865
179,449.805
180,451.635
181,454.23
182,456.78
183,459.25
184,461.975
185,464.835
186,466.855
187,469.39
188,471.675
189,474.385
190,476.815
191,479.21
192,481.74
193,484.235
194,486.935
195,489.71
196,492.435
197,495.42
198,496.985
199,499.58
200,502.185
201,504.47
202,507.01
203,509.32
204,511.81
205,514.545
206,517.22
207,519.41
208,521.97
209,524.37
210,527.335
211,529.605
212,532.02
213,534.43
214,536.915
215,539.785
216,542.235
217,544.475
218,547.075
219,549.465
220,552.31
221,554.47
222,557.005
223,559.5
224,562.02
225,564.975
226,567.195
227,569.595
228,573.145
229,574.61
230,577.365
231,579.7
232,582.075
233,584.68
234,587.225
235,590.125
236,592.205
237,594.865
238,597.13
239,600.065
240,602.235
241,604.68
242,607.195
243,609.685
244,612.415
245,614.79
246,617.28
247,619.835
248,622.525
249,625.225
250,627.45
251,629.76
252,632.285
253,634.995
254,637.485
255,639.83
256,642.455
257,644.825
258,647.72
259,650.065
260,652.365
261,655.15
262,657.635
263,659.96
264,662.51
265,665.165
266,667.885
267,670.03
268,672.7
269,675.1
270,677.42
271,680.21
272,682.45
273,685.355
274,687.72
275,690.175
276,693.01
277,695.095
278,697.51
279,700.3
280,702.61
281,705.2
282,707.665
283,710.345
284,712.59
285,715.18
286,717.555
287,720.52
288,722.645
289,725.48
290,727.735
291,730.515
292,732.83
293,735.325
294,737.66
295,740.39
296,743.5
297,745.325
298,747.93
299,750.405
300,752.77
301,755.215
302,757.88
303,760.3
304,763.135
305,766.03
306,768.235
307,770.475
308,773.23
309,775.445
310,778.07
311,780.28
312,783.3
313,785.615
314,788.005
315,790.43
316,793.075
317,795.395
318,798.21
319,800.345
320,803.295
321,805.795
322,808.235
323,810.79
324,813.23
325,815.59
326,818.085
327,820.54
328,824.175
329,826.13
330,828.265
331,830.46
332,833.385
333,835.535
334,838.145
335,840.705
336,843.795
337,845.625
338,848.405
339,850.935
340,853.33
341,855.635
342,858.255
343,861.185
344,867.25
345,865.84
346,868.155
347,870.82
348,873.185
349,876.005
350,878.445
351,881.17
352,883.51
353,885.93
354,888.475
355,890.935
356,893.315
357,896.165
358,898.725
359,901.34
360,903.66
361,905.9
362,908.71
363,911.225
364,913.26
365,916.345
366,918.285
367,920.955
368,923.415
369,926.225
370,928.65
371,930.815
372,933.7
373,935.975
374,938.535
375,938.555
376,938.765
377,938.55
378,938.53
379,938.465
380,938.355
381,938.64
382,938.54
383,938.89
384,938.49
385,938.435
386,938.665
387,939.345
388,938.625
389,938.71
390,938.565
391,938.445
392,938.385
393,938.42
394,938.71
395,938.51
396,938.53
397,938.92
398,938.78
399,938.895
400,938.345
401,938.62
402,938.41
403,938.845
404,938.575
405,938.58
406,938.56
407,938.575
408,938.69
409,938.465
410,938.98
411,938.545
412,938.505
413,938.465
414,938.43
415,938.665
416,938.59
417,938.48
418,938.56
419,938.545
420,938.71
421,938.34
422,938.43
423,938.67
424,938.695
425,938.63
426,938.73
427,938.465
428,938.36
429,938.705
430,938.415
431,938.54
432,938.55
433,938.515
434,938.36
435,938.565
436,940.21
437,940.405
438,938.465
439,938.44
440,938.68
441,938.33
442,938.91
443,938.53
444,939.46
445,938.635
446,938.785
447,939.565
448,938.645
449,939.065
450,939.45
451,940.005
452,941.505
453,940.87
454,941.615
455,944.58
456,944.235
457,945.805
458,948.28
459,951.11
460,953.615
461,956.96
462,959.995
463,964.46
464,967.09
465,970.095
466,973.965
467,977.02
468,980.93
469,983.52
470,987.675
471,990.565
472,993.79
473,997.585
474,1000.315
475,1003.905
476,1007.405
477,1010.67
478,1014.25
479,1017.26
480,1020.8
481,1023.895
482,1027.225
483,1030.785
484,1034.1
485,1037.71
486,1041.145
487,1044.195
488,1047.595
489,1050.935
490,1054.115
491,1058.665
492,1060.89
493,1064.435
494,1067.475
495,1071.245
496,1074.495
497,1077.865
498,1081.235
499,1084.755
500,1087.9
501,1090.95
502,1094.375
503,1097.565
504,1101.065
505,1104.49
506,1108.0
507,1110.925
508,1114.415
509,1117.955
510,1121.355
511,1124.37
