8	0.789474
16	0.921053
24	0.956522
32	0.980392
40	0.885417
48	0.869565
56	1.865672
64	1.856678
72	1.855072
80	1.875000
88	1.943128
96	1.869565
104	1.883768
112	1.880819
120	1.961806
128	1.905537
136	1.886503
144	1.881331
152	1.879287
160	1.901042
168	1.910670
176	1.954976
184	1.902605
192	2.041260
200	2.302083
208	2.374749
216	2.557915
224	2.734884
232	2.866128
240	2.968750
248	3.016807
256	3.143322
264	3.188635
272	3.172414
280	3.281250
288	3.386397
296	3.359155
304	3.420151
312	3.480294
320	3.476562
328	3.475222
336	3.535980
344	3.585706
352	3.540557
360	3.541667
368	3.539071
376	3.542129
384	3.553988
392	3.561935
400	3.552083
408	3.539326
416	3.557114
424	3.557740
432	3.555234
440	3.551136
448	3.544186
456	3.542048
464	3.547373
472	3.554084
480	3.554688
488	3.556789
496	3.554622
504	3.575858
512	3.549044
520	3.565705
528	3.602999
536	3.608087
544	3.630793
552	3.661759
560	3.690476
568	3.686720
576	3.715630
584	3.735284
592	3.769799
600	3.767361
608	3.783413
616	3.859946
624	3.833055
632	3.841081
640	3.850911
648	3.861736
656	3.869123
664	3.890806
672	3.925581
680	3.903186
688	3.927922
696	3.940120
704	3.953832
712	3.959614
720	3.972801
728	3.995421
736	4.003398
744	4.007281
752	4.031588
760	4.029605
768	4.034183
776	4.041353
784	4.073877
792	4.080505
800	4.091146
808	4.097473
816	4.106231
824	4.108723
832	4.154771
840	4.119544
848	4.135135
856	4.143135
864	4.147577
872	4.164875
880	4.171402
888	4.178789
896	4.176744
904	4.201429
912	4.210647
920	4.211957
928	4.209699
936	4.234194
944	4.239682
952	4.239440
960	4.242622
968	4.253121
976	4.257045
984	4.262122
992	4.257509
1000	4.397917
1008	4.282761
1016	4.280148
1024	4.274669
1040	4.298878
1056	4.305446
1072	4.324587
1088	4.339334
1104	4.346103
1120	4.350818
1136	4.438738
1152	4.371496
1168	4.381020
1184	4.390287
1200	4.402778
1216	4.401988
1232	4.446136
1248	4.424040
1264	4.430526
1280	4.436849
1296	4.474277
1312	4.456090
1328	4.460307
1344	4.459774
1360	4.477635
1376	4.474561
1392	4.485855
1408	4.502811
1424	4.503292
1440	4.510995
1456	4.554951
1472	4.530786
1488	4.529544
1504	4.544951
1520	4.540844
1536	4.548291
1552	4.563029
1568	4.568164
1584	4.585032
1600	4.576823
1616	4.624807
1632	4.601047
1648	4.623262
1664	4.784024
1680	4.800347
1696	4.862408
1712	4.874042
1728	4.885459
1744	4.802294
1760	4.908854
1776	4.879165
1792	4.893617
1808	4.882461
1824	5.019989
1840	5.027174
1856	5.203188
1872	5.174179
1888	5.167733
1904	5.174527
1920	5.541450
1936	5.453078
1952	5.350624
1968	5.427694
1984	5.353355
2000	5.579167
2016	5.590120
2032	5.637240
2048	5.906409
2064	5.884728
2080	5.883413
2096	5.976143
2112	6.028411
2128	6.168984
2144	6.182101
2160	6.221065
2176	6.171965
2192	6.324494
2208	6.286092
2224	6.346604
2240	6.429501
2256	6.386221
2272	6.459422
2288	6.611728
2304	6.813455
2320	6.810345
2336	6.902426
2352	6.887235
2368	6.919761
2384	7.117889
2400	7.200521
2416	7.223180
2432	7.162683
2448	7.314894
2464	7.425383
2480	7.509241
2496	7.513356
2512	7.588123
2528	7.644635
2544	7.656212
2560	7.716471
2576	7.775801
2592	7.949522
2608	8.027640
2624	8.061929
2640	8.110006
2656	8.137747
2672	8.104483
2688	8.153000
2704	8.211727
2720	8.334865
2736	8.317850
2752	8.331441
2768	8.454012
2784	8.559455
2800	8.647321
2816	8.672684
2832	8.759656
2848	8.825896
2864	8.908125
2880	9.037905
2896	9.063309
2912	9.089933
2928	9.180305
2944	9.212370
2960	9.249718
2976	9.200504
2992	9.165796
3008	9.225655
3024	9.242163
3040	9.277001
3056	9.272566
3072	9.239742
